index, x, y, x0, y0
0, 0.5453256, 0.4879363, 0.5, 0.5
1, 0.548035526642, 0.491861694517, 0.518112412801, 0.505174975086
2, 0.564744661492, 0.496182372245, 0.536224825601, 0.510349950172
3, 0.581453796342, 0.500503049973, 0.554337238402, 0.515524925258
4, 0.598162931193, 0.5048237277, 0.572449651202, 0.520699900344
5, 0.614872066043, 0.509144405428, 0.590562064003, 0.525874875429
6, 0.631581200894, 0.513465083155, 0.608674476804, 0.531049850515
7, 0.648290335744, 0.517785760883, 0.626786889604, 0.536224825601
8, 0.664999470595, 0.522106438611, 0.644899302405, 0.541399800687
9, 0.681647080385, 0.526649209445, 0.663011715205, 0.546574775773
10, 0.698197654324, 0.531542260207, 0.681124128006, 0.551749750859
11, 0.714748228263, 0.536435310968, 0.699236540807, 0.556924725945
12, 0.731298802203, 0.541328361729, 0.717348953607, 0.562099701031
13, 0.747849376142, 0.54622141249, 0.735461366408, 0.567274676117
14, 0.764399950082, 0.551114463251, 0.753573779208, 0.572449651202
15, 0.780950524021, 0.556007514012, 0.771686192009, 0.577624626288
16, 0.79400535659, 0.564388044338, 0.78979860481, 0.582799601374
17, 0.798859231945, 0.580950149806, 0.80791101761, 0.58797457646
18, 0.80298884896, 0.596981566231, 0.826023430411, 0.593149551546
19, 0.785733929866, 0.597343796186, 0.844135843212, 0.598324526632
20, 0.768479010772, 0.597706026141, 0.837467092659, 0.597721289574
21, 0.751224091678, 0.598068256096, 0.818933744637, 0.594351589934
22, 0.733969172585, 0.598430486051, 0.800400396614, 0.590981890293
23, 0.716714253491, 0.598792716006, 0.781867048591, 0.587612190653
24, 0.699459334397, 0.599154945961, 0.763333700568, 0.584242491012
25, 0.682252673649, 0.59887722049, 0.744800352546, 0.580872791372
26, 0.665247207138, 0.595931451962, 0.726267004523, 0.577503091731
27, 0.648241740627, 0.592985683435, 0.7077336565, 0.574133392091
28, 0.631236274116, 0.590039914907, 0.689200308478, 0.57076369245
29, 0.614230807605, 0.587094146379, 0.670666960455, 0.56739399281
30, 0.597225341094, 0.584148377852, 0.652133612432, 0.564024293169
31, 0.580219874583, 0.581202609324, 0.633600264409, 0.560654593529
32, 0.563214408072, 0.578256840796, 0.615066916387, 0.557284893888
33, 0.546208941561, 0.575311072269, 0.596533568364, 0.553915194248
34, 0.52920347505, 0.572365303741, 0.578000220341, 0.550545494607
35, 0.512198008539, 0.569419535214, 0.559466872318, 0.547175794967
36, 0.495192542028, 0.566473766686, 0.540933524296, 0.543806095326
37, 0.478187075516, 0.563527998158, 0.522400176273, 0.540436395686
38, 0.461580119932, 0.558907032281, 0.50386682825, 0.537066696045
39, 0.44506981776, 0.553879770036, 0.485333480227, 0.533696996405
40, 0.428559515589, 0.54885250779, 0.466800132205, 0.530327296764
41, 0.412049213418, 0.543825245544, 0.448266784182, 0.526957597124
42, 0.395538911246, 0.538797983299, 0.429733436159, 0.523587897483
43, 0.379028609075, 0.533770721053, 0.411200088136, 0.520218197843
44, 0.362518306904, 0.528743458807, 0.392666740114, 0.516848498202
45, 0.346008004732, 0.523716196562, 0.374133392091, 0.513478798562
46, 0.330524918923, 0.516116326645, 0.355600044068, 0.510109098921
47, 0.315092631747, 0.508389234309, 0.337066696045, 0.506739399281
48, 0.29966034457, 0.500662141973, 0.318533348023, 0.50336969964
49, 0.2884898, 0.489944, 0.3, 0.5
0, 0.867173, 0.4777741, 0.9, 0.5
1, 0.859129273487, 0.488835169089, 0.888448466384, 0.50770102241
2, 0.851085546974, 0.499896238179, 0.876896932769, 0.515402044821
3, 0.843041820462, 0.510957307268, 0.865345399153, 0.523103067231
4, 0.834998093949, 0.522018376358, 0.853793865537, 0.530804089642
5, 0.826954367436, 0.533079445447, 0.842242331922, 0.538505112052
6, 0.816997172815, 0.542032570361, 0.830690798306, 0.546206134463
7, 0.805211543867, 0.548971427322, 0.81913926469, 0.553907156873
8, 0.793425914919, 0.555910284282, 0.807587731074, 0.561608179284
9, 0.781640285972, 0.562849141243, 0.796036197459, 0.569309201694
10, 0.769854657024, 0.569787998204, 0.784484663843, 0.577010224105
11, 0.758069028076, 0.576726855164, 0.772933130227, 0.584711246515
12, 0.745536054547, 0.576849207943, 0.761381596612, 0.592412268926
13, 0.732526949766, 0.572628783981, 0.749795761139, 0.6
14, 0.719517844985, 0.56840836002, 0.735912545552, 0.6
15, 0.706508740204, 0.564187936058, 0.722029329965, 0.6
16, 0.693499635423, 0.559967512097, 0.708146114378, 0.6
17, 0.680490530642, 0.555747088135, 0.694262898791, 0.6
18, 0.667481425861, 0.551526664174, 0.680379683203, 0.6
19, 0.65447232108, 0.547306240213, 0.666496467616, 0.6
20, 0.641463216299, 0.543085816251, 0.652613252029, 0.6
21, 0.628367418993, 0.539248492434, 0.638730036442, 0.6
22, 0.614808704821, 0.53745682963, 0.624846820855, 0.6
23, 0.601249990648, 0.535665166827, 0.610963605267, 0.6
24, 0.587691276476, 0.533873504023, 0.59708038968, 0.6
25, 0.574132562303, 0.532081841219, 0.583197174093, 0.6
26, 0.560573848131, 0.530290178415, 0.569313958506, 0.6
27, 0.547015133958, 0.528498515612, 0.555430742919, 0.6
28, 0.533456419786, 0.526706852808, 0.541547527331, 0.6
29, 0.519897705613, 0.524915190004, 0.527664311744, 0.6
30, 0.506338991441, 0.5231235272, 0.513781096157, 0.6
31, 0.492780277268, 0.521331864397, 0.49989788057, 0.6
32, 0.479221563096, 0.519540201593, 0.486014664983, 0.6
33, 0.465662848923, 0.517748538789, 0.472131449395, 0.6
34, 0.452093580339, 0.517386442477, 0.458248233808, 0.6
35, 0.438509890143, 0.518977714383, 0.444365018221, 0.6
36, 0.424926199947, 0.520568986288, 0.430481802634, 0.6
37, 0.411342509751, 0.522160258194, 0.416598587046, 0.6
38, 0.397758819555, 0.5237515301, 0.402715371459, 0.6
39, 0.38417512936, 0.525342802005, 0.388832155872, 0.6
40, 0.370591439164, 0.526934073911, 0.374948940285, 0.6
41, 0.357007748968, 0.528525345817, 0.361065724698, 0.6
42, 0.343424058772, 0.530116617723, 0.34718250911, 0.6
43, 0.331991408257, 0.537264407703, 0.333299293523, 0.6
44, 0.320876997113, 0.545234266582, 0.319416077936, 0.6
45, 0.313890490462, 0.55380255508, 0.305532862349, 0.6
46, 0.320955153025, 0.564010948634, 0.291649646762, 0.6
47, 0.307312791204, 0.564966331922, 0.277766431174, 0.6
48, 0.293650945602, 0.565600965961, 0.263883215587, 0.6
49, 0.2799891, 0.5662356, 0.25, 0.6
0, 0.6267614, 0.4494863, 0.65, 0.4
1, 0.615102711893, 0.453769487472, 0.639795918367, 0.405102040816
2, 0.603444023787, 0.458052674944, 0.629591836735, 0.410204081633
3, 0.59178533568, 0.462335862416, 0.619387755102, 0.415306122449
4, 0.580126647573, 0.466619049888, 0.609183673469, 0.420408163265
5, 0.568467959467, 0.47090223736, 0.598979591837, 0.425510204082
6, 0.55680927136, 0.475185424832, 0.588775510204, 0.430612244898
7, 0.545150583254, 0.479468612304, 0.578571428571, 0.435714285714
8, 0.533491895147, 0.483751799776, 0.568367346939, 0.440816326531
9, 0.52183320704, 0.488034987248, 0.558163265306, 0.445918367347
10, 0.510174518934, 0.49231817472, 0.547959183673, 0.451020408163
11, 0.498515830827, 0.496601362192, 0.537755102041, 0.45612244898
12, 0.48685714272, 0.500884549664, 0.527551020408, 0.461224489796
13, 0.475198454614, 0.505167737136, 0.517346938776, 0.466326530612
14, 0.463539766507, 0.509450924608, 0.507142857143, 0.471428571429
15, 0.451881078401, 0.51373411208, 0.49693877551, 0.476530612245
16, 0.441407170837, 0.519978566498, 0.486734693878, 0.481632653061
17, 0.432191266149, 0.528305498951, 0.476530612245, 0.486734693878
18, 0.422975361461, 0.536632431403, 0.466326530612, 0.491836734694
19, 0.413759456773, 0.544959363856, 0.45612244898, 0.49693877551
20, 0.404543552085, 0.553286296308, 0.445918367347, 0.502040816327
21, 0.395327647397, 0.561613228761, 0.435714285714, 0.507142857143
22, 0.386111742709, 0.569940161213, 0.425510204082, 0.512244897959
23, 0.376895838021, 0.578267093666, 0.415306122449, 0.517346938776
24, 0.367679933333, 0.586594026118, 0.405102040816, 0.522448979592
25, 0.358464028645, 0.594920958571, 0.394897959184, 0.527551020408
26, 0.349248123957, 0.603247891024, 0.384693877551, 0.532653061224
